START OF TRACE: 2-Mar-2021 08:12:06.262 on Reigi

mm:ss.ttt  Thr  Event  TotalTime   NetTime  Function
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 3         3    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 7         7    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 1         1    :   CxxWord.ctor
12:06.262    1                 8         8    :   CxxWord.ctor
12:06.262    1                 6         6    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                15        15    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 1         1    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 8         8    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                21        21    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                14        14    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxOp.ctor
12:06.262    1                 7         7    :   CxxOp.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                15        15    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 2         2    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 6         6    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                 0         0    :   CxxStats.ctor
12:06.262    1                12        12    :   CxxStats.ctor
12:06.262    1               169         1    :   CxxStrLiteral.CreateRef
12:06.262    1                21        21    :   : Base.operator new
12:06.262    1                29        10    :   : QualName.ctor(string)
12:06.262    1                10        10    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 5         5    :   :   Base.operator new
12:06.262    1                12         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                11        11    :   :   : CxxNamed.ctor
12:06.262    1                10        10    :   : Base.operator new
12:06.262    1                25         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 5         5    :   :   TypeSpec.ctor
12:06.262    1                18        18    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                16        16    :   : Base.operator new
12:06.262    1                37        16    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 5         5    :   :   :   : CxxNamed.ctor
12:06.262    1                 4         4    :   :   :   CxxScoped.ctor
12:06.262    1                 5         5    :   :   : CxxScope.ctor
12:06.262    1                21         5    :   :   Data.ctor
12:06.262    1                15         0    :   :   : DataSpec.SetUserType
12:06.262    1                 7         7    :   :   :   TypeSpec.SetUserType
12:06.262    1                 7         5    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                26         0    :   : Singleton.Instance
12:06.262    1                 6         6    :   :   Base.operator new
12:06.262    1                 7         7    :   :   CxxRoot.ctor
12:06.262    1                12        12    :   :   Singletons.BindInstance
12:06.262    1                17         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 4         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 6         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                17         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 4         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 5         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                18         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 4         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 1         1    :   : Base.operator new
12:06.262    1                 8         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 5         0    :   :   Data.ctor
12:06.262    1                 5         0    :   :   : DataSpec.SetUserType
12:06.262    1                 2         2    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                16         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 4         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 6         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                16         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 4         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 5         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                17         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 5         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 2         2    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 6         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                18         3    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 3         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         0    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 5         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                16         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 3         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 5         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 3         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 2         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                45         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 3         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                15        15    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                20         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                17         0    :   :   Data.ctor
12:06.262    1                17         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                16        14    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                19         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 7         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 4         4    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 2         1    :   : DataSpec.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   TypeSpec.ctor
12:06.262    1                 1         1    :   :   TypeTags.ctor
12:06.262    1                 0         0    :   : TypeTags.SetPointer
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 5         2    :   : FuncData.ctor
12:06.262    1                 0         0    :   :   :   :   CxxToken.ctor
12:06.262    1                 0         0    :   :   :   : CxxNamed.ctor
12:06.262    1                 0         0    :   :   :   CxxScoped.ctor
12:06.262    1                 0         0    :   :   : CxxScope.ctor
12:06.262    1                 3         0    :   :   Data.ctor
12:06.262    1                 2         0    :   :   : DataSpec.SetUserType
12:06.262    1                 0         0    :   :   :   TypeSpec.SetUserType
12:06.262    1                 1         0    :   :   :   QualName.SetUserType
12:06.262    1                 1         1    :   :   :   : TypeName.SetUserType
12:06.262    1                17         1    :   CxxStrLiteral.CreateRef
12:06.262    1                 0         0    :   : Base.operator new
12:06.262    1                 3         0    :   : QualName.ctor(string)
12:06.262    1                 0         0    :   :   : CxxToken.ctor
12:06.262    1                 1         1    :   :   CxxNamed.ctor
12:06.262    1                 0         0    :   :   Base.operator new
12:06.262    1                 1         0    :   :   TypeName.ctor
12:06.262    1                 0         0    :   :   :   CxxToken.ctor
12:06.262    1                 1         1    :   :   : CxxNamed.ctor
