SCHEDULER REPORT: 19-Sep-2017 12:20:42.374 on Reigi
for interval beginning at 12:20:08.208
------------------------------------------------------------------------
      THREADS      |    SINCE START OF CURRENT 15-MIN INTERVAL    | LAST
                   |            rtc  max   max     max  total     |5 SEC
id    name host f b| ex yields  t/o msgs stack   usecs  msecs %cpu| %cpu
------------------------------------------------------------------------
      idle                                              30376 88.9  88.9
 1    root 4f08 w S   0   1013    0    0   300  255048    436  1.3   0.4
 2    init 1a14 s S   0   1014    0    0  1352  647674    816  2.4   0.4
 3    file 0ad0 B     0    939    0   57   392     163    757  2.2   3.3
 4    cout 1c78 B     0    775    0   50   340     152    850  2.5   3.1
 5     cin 5708 B C   0      3    0    0   212      59      0  0.0   0.0
 6  objaud 22ac A S   0    223    0    0   760    5477    111  0.3   0.3
 7   stats 0b78 B S   0      7    0    0   316     244      0  0.0   0.0
 8     log 33d0 B S   0     10    0    1   364     156      1  0.0   0.0
 9     cli 4e14 O     0    379    3    0  1344   53919    708  2.1   3.4
10 invoker 5398 P S   0      1    0    0   240     210      0  0.0   0.0
11   timer 0efc P S   0     33    0    0   252     204      2  0.0   0.0
12   tcpio 51fc P N   0      1    0    0   308    1060      1  0.0   0.0
13   udpio 5954 P N   0      1    0    0   280     447      0  0.0   0.0
14   udpio 5bc8 P N   0      1    0    0   280     319      0  0.0   0.0
15   recov 4a74 P S   7     34    0    0  4188   46861    107  0.3   0.2
------------------------------------------------------------------------

Context switches: 343
Timestamp  Id  Host              Ticks In            Ticks Out      uSecs
20:39.366   3  0ad0-         615330505797         615330513928       3212  
20:39.366   4  1c78-         615330505837         615330513632^      3079  
20:39.366   9  4e14          615330506279         615330506797^       204  
20:39.367   9  4e14          615330506956         615330507262^       120  
20:39.367   9  4e14          615330507351         615330508338^       389  
20:39.367   9  4e14          615330508447         615330508832^       152  
20:39.367   9  4e14          615330509000         615330511124^       839  
20:39.368   9  4e14          615330511248         615330512347^       434  
20:39.369   9  4e14          615330512573         615330513089^       203  
20:39.369   9  4e14          615330513160         615330513646^       192  
20:39.369  15  4a74          615330513683         615330521423^      3057  
20:39.372   9  4e14          615330521495         615330521998        198  
20:39.373   4  1c78          615330522047         615330522140         36  
20:39.373   4  1c78-         615330522293         615330526060       1488  
20:39.373   3  0ad0          615330522343         615330522440^        38  
20:39.373  15  4a74          615330522481         615330523966^       586  
20:39.373   3  0ad0-         615330522535         615330525724^      1259  
20:39.373   9  4e14          615330524049         615330524153^        41  
20:39.373   8  33d0          615330524208         615330524562^       139  
20:39.374  15  4a74          615330524689         615330524816^        50  
20:39.374  15  4a74          615330524971         615330525104^        52  
20:39.374   3  0ad0          615330525793         615330525850^        22  
20:39.374   3  0ad0-         615330525906         615330528257^       928  
20:39.374   4  1c78          615330526136         615330526197^        24  
20:39.374   4  1c78-         615330526262         615330530360^      1618  
20:39.375   3  0ad0          615330528317         615330528369^        20  
20:39.375   3  0ad0-         615330528415         615330530444^       801  
20:39.376   4  1c78          615330530385         615330530436^        20  
20:39.376   4  1c78-         615330530464         615330532445        782  
20:39.376   3  0ad0          615330530490         615330530543^        20  
20:39.376   3  0ad0-         615330530592         615330532921^       920  
20:39.377   4  1c78          615330532520         615330532566^        18  
20:39.377   4  1c78-         615330532613         615330535243^      1039  
20:39.377   3  0ad0          615330532980         615330533028^        18  
20:39.377   3  0ad0-         615330533074         615330534873^       710  
20:39.378   3  0ad0          615330534943         615330535001^        22  
20:39.378   3  0ad0-         615330535056         615330537179^       838  
20:39.378   4  1c78          615330535327         615330535384^        22  
20:39.378   4  1c78-         615330535453         615330537625^       858  
20:39.379   3  0ad0          615330537265         615330537318^        20  
20:39.379   3  0ad0-         615330537366         615330539450^       823  
20:39.379   4  1c78          615330537701         615330537759^        22  
20:39.379   4  1c78-         615330537823         615330544808^      2759  
20:39.379   3  0ad0          615330539535         615330539593^        22  
20:39.379   3  0ad0-         615330539651         615330545356^      2253  
20:39.382   4  1c78          615330544982         615330545060^        30  
20:39.382   4  1c78-         615330545129         615330550951^      2300  
20:39.382   3  0ad0          615330545423         615330545478^        21  
20:39.382   3  0ad0-         615330545526         615330552040^      2573  
20:39.384   4  1c78          615330551019         615330551072^        20  
20:39.384   4  1c78-         615330551118         615330554422^      1305  
20:39.384   3  0ad0          615330552133         615330552198^        25  
20:39.384   3  0ad0-         615330552259         615330558292^      2383  
20:39.385   4  1c78          615330554528         615330554607^        31  
20:39.385   4  1c78-         615330554681         615330559466^      1890  
20:39.387   3  0ad0          615330558387         615330558689^       119  
20:39.387   3  0ad0-         615330558773         615330565338^      2593  
20:39.387   4  1c78          615330559540         615330559592^        20  
20:39.387   4  1c78-         615330559659         615330561892^       882  
20:39.388   4  1c78          615330561973         615330562038^        25  
20:39.388   4  1c78-         615330562105         615330564825^      1074  
20:39.389   4  1c78          615330564926         615330565014^        34  
20:39.390   4  1c78-         615330565093         615330566927^       724  
20:39.390   3  0ad0          615330565405         615330565466^        24  
20:39.390   3  0ad0-         615330565718         615330571021^      2095  
20:39.390   4  1c78          615330567004         615330567067^        24  
20:39.390   4  1c78-         615330567135         615330568217^       427  
20:39.391   4  1c78          615330568295         615330568358^        24  
20:39.391   4  1c78-         615330568423         615330570351^       761  
20:39.392   4  1c78          615330570434         615330570500^        26  
20:39.392   4  1c78-         615330570570         615330571263^       273  
20:39.392   3  0ad0          615330571087         615330571121^        13  
20:39.392   3  0ad0-         615330571211         615330577809^      2606  
20:39.392   4  1c78          615330571344         615330571440^        37  
