SCHEDULER REPORT: 19-Sep-2017 12:20:36.154 on Reigi
for interval beginning at 12:20:08.208
------------------------------------------------------------------------
      THREADS      |    SINCE START OF CURRENT 15-MIN INTERVAL    | LAST
                   |            rtc  max   max     max  total     |5 SEC
id    name host f b| ex yields  t/o msgs stack   usecs  msecs %cpu| %cpu
------------------------------------------------------------------------
      idle                                              24720 88.5  86.8
 1    root 4f08 w S   0    822    0    0   300  255048    412  1.5   0.9
 2    init 1a14 s S   0    823    0    0  1352  647674    789  2.8   0.9
 3    file 0ad0 B     0    716    0   57   392     163    590  2.1   3.5
 4    cout 1c78 B     0    597    0   50   340     152    696  2.5   5.1
 5     cin 5708 B C   0      3    0    0   212      59      0  0.0   0.0
 6  objaud 22ac A S   0    186    0    0   760    5477     97  0.3   0.2
 7   stats 0b78 B S   0      6    0    0   316     244      0  0.0   0.0
 8     log 33d0 B S   0      8    0    1   364     156      1  0.0   0.0
 9     cli 4e14 O     0    289    2    0  1344   53054    537  1.9   2.4
10 invoker 5398 P S   0      1    0    0   240     210      0  0.0   0.0
11   timer 0efc P S   0     27    0    0   252     204      2  0.0   0.0
12   tcpio 51fc P N   0      1    0    0   308    1060      1  0.0   0.0
13   udpio 5954 P N   0      1    0    0   280     447      0  0.0   0.0
14   udpio 5bc8 P N   0      1    0    0   280     319      0  0.0   0.0
15   recov 4a74 P S   5     24    0    0  4188   46861     99  0.4   0.1
------------------------------------------------------------------------

Context switches: 367
Timestamp  Id  Host              Ticks In            Ticks Out      uSecs
20:33.120   4  1c78-         615314694100         615314698868       1883  
20:33.121   3  0ad0-         615314697153         615314699623^       975  
20:33.121   9  4e14          615314697460         615314697780^       126  
20:33.121   9  4e14          615314697881         615314698113^        91  
20:33.121   9  4e14          615314698160         615314698915^       298  
20:33.121   4  1c78          615314698950         615314699020^        27  
20:33.122   4  1c78-         615314699151         615314702712^      1406  
20:33.122   9  4e14          615314699212         615314699517^       120  
20:33.122   9  4e14          615314699549         615314701232^       664  
20:33.122   3  0ad0          615314701417         615314701469^        20  
20:33.122   3  0ad0-         615314701548         615314703436^       745  
20:33.122   9  4e14          615314701550         615314702055^       199  
20:33.123   9  4e14          615314702154         615314702511^       141  
20:33.123   9  4e14          615314702608         615314703240^       249  
20:33.123   4  1c78          615314703289         615314703360^        28  
20:33.123   4  1c78-         615314703402         615314713463^      3974  
20:33.123  15  2470          615314703463         615314709401^      2345  
20:33.126   3  0ad0          615314709465         615314709517^        20  
20:33.126   3  0ad0-         615314709558         615314711775^       875  
20:33.126   9  4e14          615314709565         615314709948^       151  
20:33.126  15  2470          615314709989         615314712427^       963  
20:33.127   9  4e14          615314712587         615314712740^        60  
20:33.127   3  0ad0          615314713015         615314713163^        58  
20:33.127   8  33d0          615314713190         615314713426^        93  
20:33.128   2  1a14-         615314715167         615314780826      25939  
20:33.128   1  4f08-         615314715321         615314780753^     25849  
20:33.154   8  33d0          615314780625         615314780868^        96  
20:33.154   4  1c78          615314780914         615314780960         18  
20:33.154   4  1c78-         615314781100         615314787392       2485  
20:33.154   3  0ad0          615314781168         615314781218^        19  
20:33.154   3  0ad0-         615314781281         615314785888^      1820  
20:33.154  15  4a74          615314781587         615314781716^        50  
20:33.156   3  0ad0          615314785983         615314786072^        35  
20:33.156   3  0ad0-         615314786144         615314788600^       970  
20:33.156   4  1c78          615314787475         615314787542^        26  
20:33.156   4  1c78-         615314787636         615314789585^       769  
20:33.157   3  0ad0          615314788658         615314788716^        22  
20:33.157   3  0ad0-         615314788775         615314799267^      4144  
20:33.157   4  1c78          615314789643         615314789687^        17  
20:33.157   4  1c78-         615314789772         615314795913^      2426  
20:33.160   4  1c78          615314795992         615314796080^        34  
20:33.160   4  1c78-         615314796174         615314798257^       822  
20:33.161   4  1c78          615314798315         615314798362^        18  
20:33.161   4  1c78-         615314798408         615314805393^      2759  
20:33.161   3  0ad0          615314799356         615314799510^        60  
20:33.161   3  0ad0-         615314799608         615314805281^      2241  
20:33.163   3  0ad0          615314805307         615314805344^        14  
20:33.163   3  0ad0-         615314805366         615314811136^      2279  
20:33.164   4  1c78          615314805472         615314805532^        23  
20:33.164   4  1c78-         615314805607         615314808537^      1157  
20:33.165   4  1c78          615314808611         615314808672^        24  
20:33.165   4  1c78-         615314808729         615314811669^      1161  
20:33.166   3  0ad0          615314811206         615314811297^        35  
20:33.166   3  0ad0-         615314811344         615314817706^      2513  
20:33.166   4  1c78          615314811742         615314811797^        21  
20:33.166   4  1c78-         615314811851         615314813893^       806  
20:33.167   4  1c78          615314813957         615314814004^        18  
20:33.167   4  1c78-         615314814050         615314817829^      1492  
20:33.168   3  0ad0          615314817743         615314817771^        11  
20:33.168   3  0ad0-         615314817789         615314823487^      2251  
20:33.168   4  1c78          615314817875         615314817936^        24  
20:33.168   4  1c78-         615314818005         615314820659^      1048  
20:33.170   4  1c78          615314820719         615314820767^        18  
20:33.170   4  1c78-         615314820814         615314822930^       835  
20:33.170   4  1c78          615314822997         615314823052^        21  
20:33.170   4  1c78-         615314823115         615314824151^       409  
20:33.171   3  0ad0          615314823558         615314823610^        20  
20:33.171   3  0ad0-         615314823658         615314829360^      2252  
20:33.171   4  1c78          615314824233         615314824295^        24  
20:33.171   4  1c78-         615314824383         615314826288^       752  
20:33.172   4  1c78          615314826346         615314826453^        42  
20:33.172   4  1c78-         615314826541         615314828428^       745  
20:33.173   4  1c78          615314828500         615314828544^        17  
20:33.173   4  1c78-         615314828590         615314830855^       894  
20:33.173   3  0ad0          615314829444         615314829515^        28  
20:33.173   3  0ad0-         615314829643         615314835601^      2353  
20:33.174   4  1c78          615314830910         615314831044^        52  
20:33.174   4  1c78-         615314831100         615314832484^       546  
20:33.174   4  1c78          615314832558         615314832616^        22  
20:33.174   4  1c78-         615314832673         615314834742^       817  
20:33.175   4  1c78          615314834798         615314834849^        20  
20:33.175   4  1c78-         615314834908         615314839781^      1925  
20:33.175   3  0ad0          615314835689         615314835761^        28  
20:33.176   3  0ad0-         615314835939         615314842150^      2453  
20:33.177   4  1c78          615314839876         615314840003^        50  
20:33.177   4  1c78-         615314840119         615314846675^      2590  
20:33.178   3  0ad0          615314842210         615314842263^        20  
20:33.178   3  0ad0-         615314842309         615314848530^      2457  
20:33.180   4  1c78          615314846732         615314846779^        18  
20:33.180   4  1c78-         615314846823         615314849786^      1170  
20:33.181   3  0ad0          615314848599         615314848650^        20  
20:33.181   3  0ad0-         615314848697         615314854411^      2257  
20:33.181   4  1c78          615314849878         615314849922^        17  
20:33.181   4  1c78-         615314849968         615314856670^      2647  
20:33.183   3  0ad0          615314854478         615314854579^        39  
20:33.183   3  0ad0-         615314854625         615314857319^      1064  
20:33.184   4  1c78          615314856782         615314856891^        43  
20:33.184   4  1c78-         615314856940         615314857558^       244  
20:33.184   3  0ad0          615314857378         615314857427^        19  
20:33.184   3  0ad0-         615314857475         615314859919^       965  
20:33.184   4  1c78          615314857614         615314857656^        16  
20:33.184   4  1c78-         615314857701         615315175644^    125607  
20:33.185   3  0ad0          615314860015         615314860083^        26  
20:33.185   3  0ad0-         615314860161         615314863178^      1191  
20:33.186   3  0ad0          615314863266         615314863354^        34  
20:33.186   3  0ad0-         615314863401         615314866654^      1285  
20:33.188   3  0ad0          615314866742         615314866795^        20  
20:33.188   3  0ad0-         615314866878         615314869569^      1063  
20:33.189   3  0ad0          615314869666         615314869734^        26  
20:33.189   3  0ad0-         615314869804         615314872640^      1120  
20:33.190   3  0ad0          615314872735         615314872886^        59  
20:33.190   3  0ad0-         615314872990         615314875398^       951  
20:33.191   3  0ad0          615314875456         615314875506^        19  
20:33.191   3  0ad0-         615314875553         615314877809^       891  
20:33.192   3  0ad0          615314877899         615314877971^        28  
20:33.192   3  0ad0-         615314878041         615314880644^      1028  
20:33.193   3  0ad0          615314880711         615314880772^        24  
20:33.193   3  0ad0-         615314880821         615314882931^       833  
20:33.194   3  0ad0          615314882991         615314883042^        20  
20:33.194   3  0ad0-         615314883124         615314885598^       977  
20:33.195   3  0ad0          615314885689         615314885763^        29  
20:33.195   3  0ad0-         615314885868         615314888263^       946  
20:33.196   3  0ad0          615314888323         615314888377^        21  
20:33.196   3  0ad0-         615314888423         615314890970^      1006  
20:33.197   3  0ad0          615314891034         615314891091^        22  
20:33.197   3  0ad0-         615314891137         615314893808^      1055  
20:33.198   3  0ad0          615314893900         615314893980^        31  
20:33.199   3  0ad0-         615314894042         615314896740^      1065  
20:33.200   3  0ad0          615314896803         615314896861^        22  
20:33.200   3  0ad0-         615314896907         615314903753^      2704  
20:33.202   3  0ad0          615314903859         615314903949^        35  
20:33.202   3  0ad0-         615314903996         615314910941^      2743  
20:33.205   3  0ad0          615314911002         615314911024^         8  
20:33.286   2  1a14-         615315116560         615315116697^        54  
20:33.286   1  4f08-         615315116687         615315116812^        49  
20:33.310   4  1c78          615315175706         615315175758         20  
20:33.310   4  1c78-         615315175803         615315190700       5885  
20:33.316   4  1c78          615315190761         615315190783          8  
20:33.318   2  1a14-         615315195924         615315196118         76  
20:33.318   1  4f08-         615315196187         615315196322         53  
20:33.333  11  0efc          615315235561         615315235589         11  
20:33.349   2  1a14-         615315274935         615315275026         35  
20:33.349   1  4f08-         615315275064         615315275172         42  
20:33.380   2  1a14-         615315354150         615315354436        112  
20:33.380   1  4f08-         615315354552         615315354849        117  
20:33.412   2  1a14-         615315433238         615315433391         60  
20:33.412   1  4f08-         615315433415         615315433519         41  
20:33.443   2  1a14-         615315512228         615315512578        138  
20:33.443   1  4f08-         615315512682         615315513045        143  
20:33.474   2  1a14-         615315591467         615315591809        135  
